order_id,customer_id,product_id,quantity,unit_price,order_date,region
ORD-0003090,CUST-00017,PROD-005,13,464.0,2025-12-05,Zaragoza
ORD-0003091,CUST-00118,PROD-003,17,842.06,2023-03-03,Murcia
ORD-0003092,CUST-00942,PROD-044,13,126.09,2025-09-11,Murcia
ORD-0003093,CUST-00086,PROD-019,12,386.79,2024-01-23,Barcelona
ORD-0003094,CUST-00296,PROD-004,18,292.91,2024-04-26,Málaga
ORD-0003095,CUST-00666,PROD-016,19,512.78,2023-06-24,Madrid
ORD-0003096,CUST-00806,PROD-031,14,784.12,2024-07-19,Murcia
ORD-0003097,CUST-00657,PROD-009,11,312.78,2024-02-04,Málaga
ORD-0003098,CUST-00853,PROD-044,2,8.63,2023-07-20,Madrid
ORD-0003099,CUST-00469,PROD-049,6,8.49,2025-04-07,Sevilla
ORD-0003100,CUST-00967,PROD-022,15,834.91,2025-02-15,Málaga
ORD-0003101,CUST-00021,PROD-045,14,435.68,2023-04-05,Zaragoza
ORD-0003102,CUST-00433,PROD-018,3,17.98,2023-07-08,Zaragoza
ORD-0003103,CUST-00939,PROD-024,3,710.41,2024-09-04,Bilbao
ORD-0003104,CUST-00289,PROD-001,18,327.31,2025-07-04,Zaragoza
ORD-0003105,CUST-00629,PROD-038,20,472.08,2024-07-04,Murcia
ORD-0003106,CUST-00630,PROD-001,18,761.4,2025-01-22,Zaragoza
ORD-0003107,CUST-00430,PROD-036,10,556.19,2024-02-19,Zaragoza
ORD-0003108,CUST-00548,PROD-047,19,623.71,2026-03-08,Valencia
ORD-0003109,CUST-00398,PROD-039,1,530.31,2025-07-29,Murcia
ORD-0003110,CUST-00444,PROD-036,17,898.21,2026-02-11,Barcelona
ORD-0003111,CUST-00484,PROD-034,20,77.28,2025-09-20,Madrid
ORD-0003112,CUST-00380,PROD-038,6,366.2,2025-05-28,Barcelona
ORD-0003113,CUST-00584,PROD-030,1,694.74,2025-02-11,Bilbao
ORD-0003114,CUST-00130,PROD-002,5,434.45,2023-06-28,Málaga
ORD-0003115,CUST-00466,PROD-041,19,561.27,2025-12-05,Valencia
ORD-0003116,CUST-00390,PROD-001,3,555.52,2024-09-11,Madrid
ORD-0003117,CUST-00780,PROD-037,5,941.03,2025-01-24,Alicante
ORD-0003118,CUST-00370,PROD-022,11,971.65,2025-11-11,Barcelona
ORD-0003119,CUST-00472,PROD-032,10,707.53,2025-07-24,Valencia
ORD-0003120,CUST-00500,PROD-019,20,188.95,2025-02-27,Barcelona
ORD-0003121,CUST-00099,PROD-035,5,283.93,2026-02-03,Zaragoza
ORD-0003122,CUST-00963,PROD-009,9,181.14,2025-06-11,Valencia
ORD-0003123,CUST-00618,PROD-031,17,589.69,2024-11-15,Alicante
ORD-0003124,CUST-00055,PROD-046,12,270.07,2024-06-25,Valencia
ORD-0003125,CUST-00108,PROD-036,10,375.98,2024-12-10,Madrid
ORD-0003126,CUST-00327,PROD-028,5,7.87,2025-11-01,Valencia
ORD-0003127,CUST-00130,PROD-024,1,711.75,2025-10-14,Madrid
ORD-0003128,CUST-00961,PROD-047,3,633.95,2023-04-12,Bilbao
ORD-0003129,CUST-00948,PROD-046,14,278.73,2024-12-01,Madrid
ORD-0003130,CUST-00471,PROD-011,5,282.05,2024-03-08,Alicante
ORD-0003131,CUST-00182,PROD-033,18,612.97,2023-11-30,Sevilla
ORD-0003132,CUST-00006,PROD-004,16,522.56,2023-07-02,Murcia
ORD-0003133,CUST-00188,PROD-011,15,244.17,2024-06-20,Valencia
ORD-0003134,CUST-00430,PROD-005,18,924.57,2025-03-08,Málaga
ORD-0003135,CUST-00007,PROD-031,2,787.36,2023-05-15,Murcia
ORD-0003136,CUST-00657,PROD-045,3,120.59,2023-05-01,Málaga
ORD-0003137,CUST-00999,PROD-001,15,886.47,2023-12-31,Barcelona
ORD-0003138,CUST-00836,PROD-043,11,190.0,2023-06-26,Barcelona
ORD-0003139,CUST-00766,PROD-003,8,947.26,2025-01-12,Alicante
ORD-0003140,CUST-00055,PROD-037,7,48.63,2023-10-06,Alicante
ORD-0003141,CUST-00073,PROD-028,1,9.58,2024-10-04,Alicante
ORD-0003142,CUST-00263,PROD-045,17,576.13,2023-06-27,Sevilla
ORD-0003143,CUST-00576,PROD-046,10,230.87,2024-11-01,Valencia
ORD-0003144,CUST-00817,PROD-037,15,416.13,2025-12-04,Murcia
ORD-0003145,CUST-00587,PROD-014,12,135.85,2025-04-24,Sevilla
ORD-0003146,CUST-00286,PROD-031,14,837.14,2023-08-25,Barcelona
ORD-0003147,CUST-00983,PROD-040,5,977.51,2025-11-20,Bilbao
ORD-0003148,CUST-00825,PROD-020,3,217.15,2026-01-07,Barcelona
ORD-0003149,CUST-00037,PROD-017,2,157.96,2024-11-11,Murcia
ORD-0003150,CUST-00680,PROD-040,8,686.17,2025-04-05,Barcelona
ORD-0003151,CUST-00480,PROD-019,12,440.66,2024-03-12,Murcia
ORD-0003152,CUST-00783,PROD-016,5,423.57,2024-11-21,Madrid
ORD-0003153,CUST-00416,PROD-018,14,43.72,2026-01-22,Zaragoza
ORD-0003154,CUST-00459,PROD-013,8,989.77,2026-01-27,Sevilla
ORD-0003155,CUST-00913,PROD-020,17,199.25,2026-01-14,Sevilla
ORD-0003156,CUST-00991,PROD-012,8,385.71,2024-10-13,Sevilla
ORD-0003157,CUST-00416,PROD-009,2,334.19,2026-01-11,Madrid
ORD-0003158,CUST-00457,PROD-029,2,396.5,2024-07-20,Alicante
ORD-0003159,CUST-00635,PROD-022,3,367.4,2024-12-22,Zaragoza
ORD-0003160,CUST-00164,PROD-014,6,730.53,2026-03-02,Madrid
ORD-0003161,CUST-00609,PROD-003,11,902.79,2026-01-12,Málaga
ORD-0003162,CUST-00110,PROD-003,10,731.96,2025-10-07,Barcelona
ORD-0003163,CUST-00911,PROD-015,3,996.79,2023-07-24,Alicante
ORD-0003164,CUST-00798,PROD-033,4,603.02,2025-03-05,Madrid
ORD-0003165,CUST-00146,PROD-022,15,683.56,2024-08-27,Madrid
ORD-0003166,CUST-00704,PROD-045,6,635.67,2023-12-29,Zaragoza
ORD-0003167,CUST-00735,PROD-040,8,318.55,2025-01-29,Sevilla
ORD-0003168,CUST-00716,PROD-006,1,893.5,2023-12-29,Valencia
ORD-0003169,CUST-00187,PROD-029,19,360.55,2024-10-04,Madrid
ORD-0003170,CUST-00011,PROD-011,2,83.54,2025-05-05,Barcelona
ORD-0003171,CUST-00346,PROD-014,12,966.77,2024-01-10,Sevilla
ORD-0003172,CUST-00451,PROD-041,2,440.87,2024-11-26,Madrid
ORD-0003173,CUST-00979,PROD-032,15,705.66,2023-07-24,Valencia
ORD-0003174,CUST-00475,PROD-039,2,931.09,2026-02-01,Málaga
ORD-0003175,CUST-00660,PROD-002,3,52.9,2024-04-17,Zaragoza
ORD-0003176,CUST-00295,PROD-044,10,773.99,2024-03-18,Madrid
ORD-0003177,CUST-00209,PROD-045,1,281.04,2023-08-31,Valencia
ORD-0003178,CUST-00961,PROD-003,14,50.38,2024-03-15,Sevilla
ORD-0003179,CUST-00066,PROD-005,10,628.72,2026-01-16,Barcelona
ORD-0003180,CUST-00979,PROD-015,20,618.51,2024-11-20,Valencia
ORD-0003181,CUST-00983,PROD-035,12,761.16,2025-01-05,Bilbao
ORD-0003182,CUST-00932,PROD-024,11,150.77,2026-03-07,Málaga
ORD-0003183,CUST-00398,PROD-005,2,410.52,2023-03-10,Alicante
ORD-0003184,CUST-00584,PROD-037,1,400.79,2023-01-27,Zaragoza
ORD-0003185,CUST-00966,PROD-036,3,549.0,2023-05-01,Alicante
ORD-0003186,CUST-00489,PROD-017,8,996.13,2023-04-01,Murcia
ORD-0003187,CUST-00274,PROD-045,7,663.89,2023-09-14,Sevilla
ORD-0003188,CUST-00315,PROD-038,8,25.41,2025-02-06,Zaragoza
ORD-0003189,CUST-00503,PROD-030,6,337.5,2025-02-11,Madrid
ORD-0003190,CUST-00224,PROD-011,1,77.51,2024-12-13,Bilbao
ORD-0003191,CUST-00389,PROD-021,5,899.34,2024-06-06,Valencia
ORD-0003192,CUST-00293,PROD-007,18,258.49,2025-07-29,Madrid
ORD-0003193,CUST-00643,PROD-012,5,222.74,2026-03-18,Bilbao
ORD-0003194,CUST-00316,PROD-022,3,20.16,2023-07-15,Madrid
ORD-0003195,CUST-00586,PROD-003,2,359.39,2025-05-13,Madrid
ORD-0003196,CUST-00653,PROD-049,18,913.95,2026-01-12,Murcia
ORD-0003197,CUST-00260,PROD-016,5,886.96,2023-01-29,Barcelona
ORD-0003198,CUST-00091,PROD-025,15,223.84,2025-03-15,Valencia
ORD-0003199,CUST-00632,PROD-001,11,957.89,2024-07-30,Alicante
ORD-0003200,CUST-00343,PROD-049,18,791.0,2026-02-26,Murcia
ORD-0003201,CUST-00462,PROD-021,6,92.29,2026-03-04,Zaragoza
ORD-0003202,CUST-00320,PROD-011,2,234.79,2025-03-20,Bilbao
ORD-0003203,CUST-00430,PROD-043,1,885.31,2024-01-02,Valencia
ORD-0003204,CUST-00469,PROD-024,17,190.6,2024-12-25,Sevilla
ORD-0003205,CUST-00474,PROD-030,20,130.45,2023-02-20,Alicante
ORD-0003206,CUST-00118,PROD-006,6,229.52,2024-12-06,Murcia
ORD-0003207,CUST-00007,PROD-012,14,701.91,2024-01-23,Valencia
ORD-0003208,CUST-00102,PROD-042,3,355.81,2023-12-17,Murcia
ORD-0003209,CUST-00805,PROD-008,19,910.3,2025-12-05,Madrid
ORD-0003210,CUST-00703,PROD-024,4,436.56,2026-03-04,Barcelona
ORD-0003211,CUST-00516,PROD-028,18,374.57,2024-03-09,Murcia
ORD-0003212,CUST-00564,PROD-006,19,750.87,2024-10-02,Alicante
ORD-0003213,CUST-00172,PROD-046,13,558.23,2023-07-12,Madrid
ORD-0003214,CUST-00726,PROD-004,8,481.35,2024-11-26,Bilbao
ORD-0003215,CUST-00069,PROD-036,20,942.88,2025-02-07,Murcia
ORD-0003216,CUST-00931,PROD-038,6,804.68,2025-09-09,Sevilla
ORD-0003217,CUST-00340,PROD-020,4,995.44,2023-04-20,Valencia
ORD-0003218,CUST-00173,PROD-047,6,6.21,2025-09-03,Valencia
ORD-0003219,CUST-00565,PROD-014,18,131.82,2024-08-26,Bilbao
ORD-0003220,CUST-00139,PROD-043,2,255.7,2023-11-15,Sevilla
ORD-0003221,CUST-00286,PROD-032,7,732.48,2024-07-24,Murcia
ORD-0003222,CUST-00766,PROD-008,14,974.06,2023-05-16,Málaga
ORD-0003223,CUST-00592,PROD-039,1,674.75,2024-02-06,Madrid
ORD-0003224,CUST-00131,PROD-003,2,280.61,2024-03-01,Valencia
ORD-0003225,CUST-00225,PROD-009,15,500.53,2023-09-25,Valencia
ORD-0003226,CUST-00713,PROD-007,12,719.26,2024-05-14,Madrid
ORD-0003227,CUST-00921,PROD-050,17,98.07,2023-09-25,Málaga
ORD-0003228,CUST-00908,PROD-004,9,398.89,2025-04-13,Madrid
ORD-0003229,CUST-00699,PROD-004,20,234.65,2024-12-06,Alicante
ORD-0003230,CUST-00468,PROD-030,13,903.57,2024-12-29,Barcelona
ORD-0003231,CUST-00626,PROD-035,5,769.06,2024-04-04,Madrid
ORD-0003232,CUST-00668,PROD-011,14,684.22,2023-07-03,Barcelona
ORD-0003233,CUST-00481,PROD-020,20,45.67,2025-02-13,Valencia
ORD-0003234,CUST-00597,PROD-048,7,123.73,2025-12-23,Madrid
ORD-0003235,CUST-00270,PROD-016,9,71.55,2026-01-13,Zaragoza
ORD-0003236,CUST-00402,PROD-011,19,85.75,2023-11-05,Bilbao
ORD-0003237,CUST-00962,PROD-008,16,18.92,2025-05-09,Madrid
ORD-0003238,CUST-00376,PROD-026,12,968.99,2026-02-15,Zaragoza
ORD-0003239,CUST-00862,PROD-026,2,386.25,2025-08-01,Zaragoza
ORD-0003240,CUST-00953,PROD-010,19,514.58,2023-06-22,Zaragoza
ORD-0003241,CUST-00371,PROD-024,10,583.3,2023-05-04,Sevilla
ORD-0003242,CUST-00308,PROD-042,15,965.48,2023-03-16,Zaragoza
ORD-0003243,CUST-00202,PROD-044,20,771.35,2024-09-19,Bilbao
ORD-0003244,CUST-00582,PROD-027,1,305.79,2024-12-05,Zaragoza
ORD-0003245,CUST-00172,PROD-030,5,847.27,2024-01-24,Zaragoza
ORD-0003246,CUST-00138,PROD-028,3,299.04,2023-08-29,Valencia
ORD-0003247,CUST-00262,PROD-014,5,920.03,2025-04-21,Málaga
ORD-0003248,CUST-00964,PROD-042,11,270.22,2026-02-10,Valencia
ORD-0003249,CUST-00104,PROD-044,17,638.04,2025-11-20,Madrid
ORD-0003250,CUST-00547,PROD-048,20,950.61,2025-10-06,Barcelona
ORD-0003251,CUST-00758,PROD-040,5,641.27,2025-04-14,Sevilla
ORD-0003252,CUST-00930,PROD-046,20,573.03,2023-06-23,Zaragoza
ORD-0003253,CUST-00270,PROD-015,18,342.14,2024-02-16,Bilbao
ORD-0003254,CUST-00909,PROD-009,15,974.23,2024-07-30,Valencia
ORD-0003255,CUST-00911,PROD-024,12,533.97,2023-04-28,Bilbao
ORD-0003256,CUST-00252,PROD-017,2,809.86,2024-02-19,Bilbao
ORD-0003257,CUST-00080,PROD-006,17,502.01,2025-01-19,Madrid
ORD-0003258,CUST-00383,PROD-047,12,864.24,2024-06-30,Zaragoza
ORD-0003259,CUST-00939,PROD-045,9,501.88,2026-02-28,Alicante
ORD-0003260,CUST-00412,PROD-038,11,947.25,2024-07-03,Málaga
ORD-0003261,CUST-00991,PROD-016,12,566.49,2025-06-13,Sevilla
ORD-0003262,CUST-00403,PROD-025,13,962.45,2025-10-26,Barcelona
ORD-0003263,CUST-00442,PROD-014,5,83.68,2024-07-28,Málaga
ORD-0003264,CUST-00293,PROD-024,18,699.25,2023-02-15,Madrid
ORD-0003265,CUST-00587,PROD-022,17,92.1,2024-09-19,Málaga
ORD-0003266,CUST-00190,PROD-049,20,146.88,2025-03-28,Málaga
ORD-0003267,CUST-00590,PROD-025,10,845.01,2025-03-24,Valencia
ORD-0003268,CUST-00116,PROD-016,15,870.76,2023-01-28,Sevilla
ORD-0003269,CUST-00140,PROD-016,19,987.35,2025-01-23,Sevilla
ORD-0003270,CUST-00186,PROD-025,10,57.38,2023-09-08,Sevilla
ORD-0003271,CUST-00667,PROD-035,8,793.67,2024-02-05,Valencia
ORD-0003272,CUST-00964,PROD-027,10,777.86,2023-08-27,Sevilla
ORD-0003273,CUST-00219,PROD-046,15,568.73,2023-04-25,Bilbao
ORD-0003274,CUST-00674,PROD-050,8,108.73,2025-07-26,Madrid
ORD-0003275,CUST-00031,PROD-035,16,940.44,2023-09-07,Málaga
ORD-0003276,CUST-00942,PROD-011,4,84.0,2023-10-18,Murcia
ORD-0003277,CUST-00458,PROD-006,9,321.74,2026-02-14,Bilbao
ORD-0003278,CUST-00372,PROD-043,6,435.78,2024-07-26,Murcia
ORD-0003279,CUST-00817,PROD-030,9,844.91,2024-06-15,Alicante
ORD-0003280,CUST-00050,PROD-008,7,644.6,2025-10-15,Valencia
ORD-0003281,CUST-00891,PROD-042,17,413.86,2023-02-21,Málaga
ORD-0003282,CUST-00897,PROD-048,8,905.4,2023-10-30,Alicante
ORD-0003283,CUST-00464,PROD-009,13,683.55,2025-05-30,Zaragoza
ORD-0003284,CUST-00193,PROD-013,1,115.92,2025-08-16,Madrid
ORD-0003285,CUST-00662,PROD-003,5,814.59,2025-01-01,Murcia
ORD-0003286,CUST-00065,PROD-002,11,650.83,2025-01-22,Madrid
ORD-0003287,CUST-00038,PROD-002,16,857.04,2023-11-08,Valencia
ORD-0003288,CUST-00747,PROD-009,10,190.38,2023-05-15,Alicante
ORD-0003289,CUST-00679,PROD-013,14,31.34,2023-09-03,Sevilla
ORD-0003290,CUST-00233,PROD-037,7,764.24,2023-09-10,Murcia
ORD-0003291,CUST-00826,PROD-041,16,993.48,2023-06-27,Madrid
ORD-0003292,CUST-00204,PROD-008,13,624.32,2024-02-10,Málaga
ORD-0003293,CUST-00727,PROD-010,13,180.13,2025-11-27,Madrid
ORD-0003294,CUST-00616,PROD-042,19,727.62,2024-01-17,Alicante
ORD-0003295,CUST-00803,PROD-016,5,720.53,2024-12-05,Málaga
ORD-0003296,CUST-00848,PROD-043,8,152.62,2024-03-12,Valencia
ORD-0003297,CUST-00656,PROD-045,8,700.81,2025-06-25,Bilbao
ORD-0003298,CUST-00916,PROD-034,1,290.89,2023-12-23,Alicante
ORD-0003299,CUST-00708,PROD-045,12,229.37,2024-03-30,Bilbao
ORD-0003300,CUST-00434,PROD-028,17,353.25,2023-06-28,Madrid
ORD-0003301,CUST-00481,PROD-026,2,553.47,2023-07-07,Alicante
ORD-0003302,CUST-00047,PROD-033,13,609.09,2024-01-19,Barcelona
ORD-0003303,CUST-00783,PROD-033,7,384.22,2023-11-21,Barcelona
ORD-0003304,CUST-00015,PROD-032,5,399.44,2023-09-13,Málaga
ORD-0003305,CUST-00661,PROD-036,18,679.38,2024-03-31,Valencia
ORD-0003306,CUST-00724,PROD-006,14,923.42,2025-10-06,Sevilla
ORD-0003307,CUST-00547,PROD-017,16,204.3,2025-04-04,Alicante
ORD-0003308,CUST-00772,PROD-017,5,213.77,2023-09-26,Bilbao
ORD-0003309,CUST-00708,PROD-010,6,920.04,2023-10-18,Murcia
ORD-0003310,CUST-00018,PROD-041,20,295.57,2023-08-06,Valencia
ORD-0003311,CUST-00355,PROD-036,5,718.76,2026-03-05,Valencia
ORD-0003312,CUST-00183,PROD-047,13,61.87,2024-12-25,Valencia
ORD-0003313,CUST-00841,PROD-040,7,374.73,2024-11-22,Madrid
ORD-0003314,CUST-00922,PROD-025,16,865.16,2024-05-11,Bilbao
ORD-0003315,CUST-00069,PROD-042,18,60.14,2023-08-23,Zaragoza
ORD-0003316,CUST-00701,PROD-032,4,828.53,2024-07-18,Madrid
ORD-0003317,CUST-00498,PROD-043,8,857.48,2024-10-07,Sevilla
ORD-0003318,CUST-00791,PROD-008,11,152.75,2026-02-24,Barcelona
ORD-0003319,CUST-00226,PROD-050,6,404.28,2025-02-28,Madrid
ORD-0003320,CUST-00521,PROD-019,8,573.05,2025-03-28,Alicante
ORD-0003321,CUST-00673,PROD-024,3,317.26,2025-03-01,Sevilla
ORD-0003322,CUST-00810,PROD-031,12,321.83,2023-04-03,Barcelona
ORD-0003323,CUST-00819,PROD-012,12,91.04,2023-05-18,Sevilla
ORD-0003324,CUST-00074,PROD-005,11,333.3,2026-03-05,Sevilla
ORD-0003325,CUST-00018,PROD-037,19,722.28,2023-07-07,Bilbao
ORD-0003326,CUST-00606,PROD-021,18,499.16,2025-07-12,Valencia
ORD-0003327,CUST-00062,PROD-031,5,23.07,2023-01-02,Valencia
ORD-0003328,CUST-00446,PROD-011,3,624.63,2023-01-31,Alicante
ORD-0003329,CUST-00099,PROD-009,5,310.94,2023-07-03,Bilbao
ORD-0003330,CUST-00586,PROD-016,20,406.51,2025-05-30,Murcia
ORD-0003331,CUST-00581,PROD-042,13,41.15,2025-07-18,Murcia
ORD-0003332,CUST-00486,PROD-014,6,429.23,2023-06-01,Alicante
ORD-0003333,CUST-00237,PROD-006,5,440.66,2024-01-15,Zaragoza
ORD-0003334,CUST-00692,PROD-049,15,959.34,2023-02-27,Murcia
ORD-0003335,CUST-00548,PROD-040,18,423.25,2025-08-31,Bilbao
ORD-0003336,CUST-00861,PROD-041,19,900.6,2024-03-01,Sevilla
ORD-0003337,CUST-00208,PROD-008,13,332.17,2023-07-07,Bilbao
ORD-0003338,CUST-00032,PROD-033,6,237.01,2024-11-16,Valencia
ORD-0003339,CUST-00047,PROD-011,19,73.91,2023-09-05,Madrid
ORD-0003340,CUST-00794,PROD-023,13,275.92,2025-09-22,Sevilla
ORD-0003341,CUST-00577,PROD-041,10,482.53,2025-07-23,Madrid
ORD-0003342,CUST-00002,PROD-009,18,466.94,2025-05-11,Sevilla
ORD-0003343,CUST-00317,PROD-035,16,403.91,2025-06-10,Alicante
ORD-0003344,CUST-00608,PROD-029,3,422.69,2024-09-25,Bilbao
ORD-0003345,CUST-00395,PROD-023,2,260.64,2025-05-23,Málaga
ORD-0003346,CUST-00034,PROD-002,8,356.23,2025-04-12,Bilbao
ORD-0003347,CUST-00482,PROD-013,19,740.41,2023-03-19,Sevilla
ORD-0003348,CUST-00579,PROD-028,15,444.17,2024-01-17,Barcelona
ORD-0003349,CUST-00904,PROD-041,12,141.67,2026-03-04,Zaragoza
ORD-0003350,CUST-00229,PROD-021,2,696.24,2024-02-26,Alicante
ORD-0003351,CUST-00737,PROD-001,12,353.01,2024-01-03,Valencia
ORD-0003352,CUST-00542,PROD-011,14,676.04,2025-08-05,Zaragoza
ORD-0003353,CUST-00307,PROD-016,11,616.0,2023-06-10,Murcia
ORD-0003354,CUST-00636,PROD-036,11,613.66,2026-03-13,Málaga
ORD-0003355,CUST-00945,PROD-019,14,251.77,2025-04-27,Málaga
ORD-0003356,CUST-00772,PROD-017,8,310.85,2024-08-21,Sevilla
ORD-0003357,CUST-00805,PROD-005,20,125.7,2024-09-17,Bilbao
ORD-0003358,CUST-00772,PROD-039,9,279.41,2024-05-11,Alicante
ORD-0003359,CUST-00292,PROD-015,14,267.47,2024-07-06,Murcia
ORD-0003360,CUST-00778,PROD-044,6,150.37,2026-02-23,Madrid
ORD-0003361,CUST-00608,PROD-022,14,132.66,2025-10-22,Alicante
ORD-0003362,CUST-00741,PROD-014,17,584.72,2025-12-27,Sevilla
ORD-0003363,CUST-00103,PROD-016,4,967.49,2023-11-19,Alicante
ORD-0003364,CUST-00133,PROD-004,4,861.11,2023-12-21,Madrid
ORD-0003365,CUST-00491,PROD-021,17,351.01,2024-09-09,Sevilla
ORD-0003366,CUST-00646,PROD-046,12,339.99,2025-04-25,Valencia
ORD-0003367,CUST-00880,PROD-050,2,248.21,2023-09-15,Madrid
ORD-0003368,CUST-00310,PROD-018,14,849.01,2026-03-06,Zaragoza
ORD-0003369,CUST-00952,PROD-005,20,227.33,2023-10-31,Madrid
ORD-0003370,CUST-00843,PROD-002,12,111.1,2023-10-17,Barcelona
ORD-0003371,CUST-00209,PROD-047,11,859.17,2025-08-03,Málaga
ORD-0003372,CUST-00542,PROD-046,7,334.11,2025-03-13,Málaga
ORD-0003373,CUST-00644,PROD-044,1,557.59,2025-08-23,Zaragoza
ORD-0003374,CUST-00995,PROD-006,20,222.31,2026-03-20,Barcelona
ORD-0003375,CUST-00268,PROD-046,18,301.85,2025-01-08,Sevilla
ORD-0003376,CUST-00713,PROD-021,13,225.18,2025-03-23,Barcelona
ORD-0003377,CUST-00229,PROD-035,12,52.82,2026-02-01,Bilbao
ORD-0003378,CUST-00304,PROD-012,14,161.78,2024-01-26,Valencia
ORD-0003379,CUST-00035,PROD-016,10,460.23,2024-02-04,Valencia
ORD-0003380,CUST-00272,PROD-027,4,23.62,2024-03-01,Bilbao
ORD-0003381,CUST-00680,PROD-029,17,742.74,2025-05-01,Zaragoza
ORD-0003382,CUST-00801,PROD-035,2,554.4,2023-02-27,Málaga
ORD-0003383,CUST-00728,PROD-046,19,861.05,2023-10-16,Zaragoza
ORD-0003384,CUST-00772,PROD-038,5,886.68,2023-04-13,Barcelona
ORD-0003385,CUST-00663,PROD-043,15,889.81,2025-09-24,Barcelona
ORD-0003386,CUST-00477,PROD-017,2,305.58,2024-01-21,Málaga
ORD-0003387,CUST-00060,PROD-010,18,794.96,2024-04-12,Málaga
ORD-0003388,CUST-00970,PROD-004,6,815.98,2023-12-01,Sevilla
ORD-0003389,CUST-00433,PROD-026,6,451.21,2024-11-23,Málaga
ORD-0003390,CUST-00748,PROD-049,7,205.03,2023-11-23,Murcia
ORD-0003391,CUST-00157,PROD-040,1,140.61,2024-04-23,Valencia
ORD-0003392,CUST-00339,PROD-026,4,219.45,2026-03-20,Madrid
ORD-0003393,CUST-00236,PROD-002,7,257.37,2024-03-25,Alicante
ORD-0003394,CUST-00452,PROD-005,14,784.39,2023-09-09,Málaga
ORD-0003395,CUST-00956,PROD-001,14,146.28,2025-06-15,Alicante
ORD-0003396,CUST-00625,PROD-040,11,252.88,2024-12-12,Madrid
ORD-0003397,CUST-00178,PROD-018,7,60.77,2025-01-28,Valencia
ORD-0003398,CUST-00933,PROD-015,9,816.98,2026-02-12,Valencia
ORD-0003399,CUST-00241,PROD-002,9,718.15,2024-03-19,Valencia
ORD-0003400,CUST-00048,PROD-009,10,461.16,2026-01-11,Madrid
ORD-0003401,CUST-00094,PROD-030,6,663.6,2023-11-30,Valencia
ORD-0003402,CUST-00300,PROD-004,2,442.15,2025-02-03,Zaragoza
ORD-0003403,CUST-00939,PROD-017,15,730.99,2026-01-24,Barcelona
ORD-0003404,CUST-00852,PROD-031,11,825.71,2025-10-11,Zaragoza
ORD-0003405,CUST-00109,PROD-040,9,54.8,2024-01-10,Málaga
ORD-0003406,CUST-00656,PROD-035,18,873.03,2024-04-10,Alicante
ORD-0003407,CUST-00158,PROD-044,5,342.78,2025-08-18,Barcelona
ORD-0003408,CUST-00185,PROD-010,20,44.9,2024-10-10,Málaga
ORD-0003409,CUST-00395,PROD-026,10,714.04,2025-12-29,Murcia
ORD-0003410,CUST-00743,PROD-048,8,488.04,2023-10-29,Bilbao
ORD-0003411,CUST-00463,PROD-037,6,104.23,2023-06-06,Barcelona
ORD-0003412,CUST-00089,PROD-004,17,460.6,2023-09-02,Murcia
ORD-0003413,CUST-00043,PROD-016,18,418.84,2024-12-10,Madrid
ORD-0003414,CUST-00686,PROD-005,2,863.63,2025-07-19,Alicante
ORD-0003415,CUST-00299,PROD-045,8,600.27,2023-03-15,Málaga
ORD-0003416,CUST-00107,PROD-038,12,182.31,2024-05-30,Málaga
ORD-0003417,CUST-00753,PROD-049,16,106.51,2023-08-13,Valencia
ORD-0003418,CUST-00146,PROD-032,9,253.52,2025-03-05,Murcia
ORD-0003419,CUST-00466,PROD-012,1,363.91,2023-12-01,Sevilla
ORD-0003420,CUST-00154,PROD-010,13,180.27,2023-08-20,Málaga
ORD-0003421,CUST-00702,PROD-017,7,909.22,2025-02-22,Madrid
ORD-0003422,CUST-00709,PROD-035,7,976.27,2024-02-05,Sevilla
ORD-0003423,CUST-00310,PROD-029,10,504.69,2023-02-07,Murcia
ORD-0003424,CUST-00512,PROD-033,1,274.6,2024-11-08,Madrid
ORD-0003425,CUST-00824,PROD-011,12,615.77,2023-01-22,Zaragoza
ORD-0003426,CUST-00785,PROD-033,3,614.01,2024-12-16,Málaga
ORD-0003427,CUST-00195,PROD-044,16,261.09,2025-07-06,Valencia
ORD-0003428,CUST-00407,PROD-028,6,947.88,2024-03-04,Málaga
ORD-0003429,CUST-00425,PROD-015,6,455.08,2024-07-02,Alicante
ORD-0003430,CUST-00486,PROD-021,6,912.48,2023-12-16,Valencia
ORD-0003431,CUST-00018,PROD-027,13,352.54,2023-06-14,Barcelona
ORD-0003432,CUST-00146,PROD-039,1,655.84,2023-10-02,Valencia
ORD-0003433,CUST-00155,PROD-038,4,75.98,2024-08-08,Zaragoza
ORD-0003434,CUST-00224,PROD-003,19,321.15,2023-11-07,Zaragoza
ORD-0003435,CUST-00239,PROD-028,15,670.03,2024-05-15,Valencia
ORD-0003436,CUST-00662,PROD-027,20,724.1,2023-12-19,Valencia
ORD-0003437,CUST-00044,PROD-028,3,338.55,2025-02-11,Sevilla
ORD-0003438,CUST-00639,PROD-033,18,342.94,2023-02-25,Bilbao
ORD-0003439,CUST-00210,PROD-047,8,656.42,2023-08-08,Madrid
ORD-0003440,CUST-00045,PROD-018,18,852.4,2026-03-21,Bilbao
ORD-0003441,CUST-00722,PROD-011,3,180.89,2023-05-12,Valencia
ORD-0003442,CUST-00097,PROD-012,12,750.43,2023-06-06,Murcia
